season,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,hr_,temp_,hum_,casual,registered,cnt
1,2,15,0,2,1,1,0.42,0.26,3,2,1,17,149,166
1,2,16,0,2,1,1,0.42,0.28,3,2,1,17,270,287
1,2,17,0,2,1,1,0.42,0.26,3,2,1,33,497,530
1,2,18,0,2,1,1,0.42,0.28,3,2,1,17,432,449
1,2,19,0,2,1,1,0.42,0.26,4,2,1,15,291,306
1,2,20,0,2,1,1,0.4,0.3,4,2,1,2,202,204
1,2,21,0,2,1,1,0.34,0.46,4,1,1,10,178,188
1,2,22,0,2,1,1,0.34,0.46,4,1,1,6,95,101
1,2,23,0,2,1,1,0.32,0.53,4,1,2,4,61,65
1,2,0,0,3,1,1,0.32,0.53,1,1,2,2,30,32
1,2,1,0,3,1,1,0.32,0.49,1,1,2,0,6,6
1,2,2,0,3,1,1,0.3,0.56,1,1,2,0,4,4
1,2,3,0,3,1,1,0.28,0.7,1,1,3,0,2,2
1,2,5,0,3,1,1,0.26,0.75,1,1,3,0,29,29
1,2,6,0,3,1,2,0.28,0.75,1,1,3,4,100,104
1,2,7,0,3,1,2,0.26,0.81,2,1,4,11,242,253
1,2,8,0,3,1,2,0.28,0.75,2,1,3,2,114,116
1,2,9,0,3,1,3,0.3,0.81,2,1,4,5,33,38
1,2,10,0,3,1,3,0.3,0.81,2,1,4,0,10,10
1,2,11,0,3,1,3,0.3,0.87,2,1,4,1,9,10
1,2,12,0,3,1,3,0.32,0.93,2,1,4,1,69,70
1,2,13,0,3,1,2,0.36,0.93,3,2,4,4,72,76
1,2,14,0,3,1,2,0.36,0.93,3,2,4,2,54,56
1,2,15,0,3,1,2,0.4,0.82,3,2,4,3,87,90
1,2,16,0,3,1,3,0.4,0.82,3,2,4,5,162,167
1,2,17,0,3,1,2,0.4,0.87,3,2,4,7,246,253
1,2,18,0,3,1,3,0.4,0.87,3,2,4,11,181,192
1,2,19,0,3,1,2,0.4,0.87,4,2,4,0,102,102
1,2,20,0,3,1,3,0.42,0.88,4,2,4,2,95,97
1,2,21,0,3,1,3,0.42,0.88,4,2,4,0,39,39
1,2,22,0,3,1,3,0.42,0.94,4,2,4,2,53,55
1,2,23,0,3,1,3,0.42,0.94,4,2,4,3,30,33
1,3,0,0,4,1,2,0.42,0.94,1,2,4,1,10,11
1,3,1,0,4,1,3,0.46,0.94,1,2,4,0,12,12
1,3,2,0,4,1,2,0.46,0.94,1,2,4,0,6,6
1,3,3,0,4,1,1,0.46,0.94,1,2,4,0,3,3
1,3,4,0,4,1,1,0.48,0.88,1,2,4,0,5,5
1,3,5,0,4,1,1,0.48,0.88,1,2,4,0,18,18
1,3,6,0,4,1,2,0.42,0.94,1,2,4,2,107,109
1,3,7,0,4,1,2,0.44,0.94,2,2,4,8,296,304
1,3,8,0,4,1,1,0.42,0.94,2,2,4,15,579,594
1,3,9,0,4,1,1,0.46,0.77,2,2,3,5,281,286
1,3,10,0,4,1,1,0.52,0.55,2,3,2,11,122,133
1,3,11,0,4,1,1,0.56,0.43,2,3,1,19,149,168
1,3,12,0,4,1,1,0.56,0.37,2,3,1,16,204,220
1,3,13,0,4,1,1,0.58,0.32,3,3,1,24,187,211
1,3,14,0,4,1,1,0.58,0.35,3,3,1,37,174,211
1,3,15,0,4,1,1,0.6,0.31,3,3,1,31,192,223
1,3,16,0,4,1,1,0.58,0.32,3,3,1,38,323,361
1,3,17,0,4,1,1,0.56,0.35,3,3,1,49,551,600
1,3,18,0,4,1,1,0.54,0.34,3,3,1,27,498,525
1,3,19,0,4,1,1,0.48,0.41,4,2,1,11,317,328
1,3,20,0,4,1,1,0.44,0.44,4,2,1,12,242,254
1,3,21,0,4,1,1,0.42,0.47,4,2,1,7,190,197
1,3,22,0,4,1,1,0.38,0.5,4,2,2,3,123,126
1,3,23,0,4,1,1,0.36,0.5,4,2,2,9,76,85
1,3,0,0,5,1,1,0.34,0.53,1,1,2,1,45,46
1,3,1,0,5,1,1,0.34,0.49,1,1,2,2,18,20
1,3,2,0,5,1,1,0.34,0.53,1,1,2,2,4,6
1,3,3,0,5,1,1,0.32,0.57,1,1,2,0,3,3
1,3,4,0,5,1,1,0.32,0.61,1,1,2,0,2,2
1,3,5,0,5,1,1,0.3,0.7,1,1,3,0,24,24
1,3,6,0,5,1,1,0.3,0.7,1,1,3,4,88,92
1,3,7,0,5,1,1,0.3,0.7,2,1,3,4,258,262
1,3,8,0,5,1,1,0.28,0.75,2,1,3,16,533,549
1,3,9,0,5,1,1,0.3,0.81,2,1,4,15,299,314
1,3,10,0,5,1,1,0.36,0.5,2,2,2,14,118,132
1,3,11,0,5,1,1,0.38,0.46,2,2,1,40,154,194
1,3,12,0,5,1,1,0.4,0.43,2,2,1,40,194,234
1,3,13,0,5,1,1,0.42,0.44,3,2,1,31,191,222
1,3,14,0,5,1,2,0.44,0.44,3,2,1,29,176,205
1,3,15,0,5,1,2,0.42,0.5,3,2,2,5,73,78
1,3,16,0,5,1,3,0.4,0.58,3,2,2,1,49,50
1,3,17,0,5,1,3,0.36,0.81,3,2,4,5,123,128
1,3,18,0,5,1,3,0.36,0.87,3,2,4,6,154,160
1,3,19,0,5,1,3,0.36,0.87,4,2,4,12,162,174
1,3,20,0,5,1,2,0.36,0.87,4,2,4,7,93,100
1,3,21,0,5,1,3,0.36,0.87,4,2,4,2,99,101
1,3,22,0,5,1,2,0.36,0.87,4,2,4,6,69,75
1,3,23,0,5,1,2,0.36,0.87,4,2,4,4,19,23
1,3,0,0,6,0,3,0.36,0.93,1,2,4,1,21,22
1,3,1,0,6,0,3,0.36,0.93,1,2,4,0,44,44
1,3,2,0,6,0,3,0.36,0.93,1,2,4,4,34,38
1,3,3,0,6,0,2,0.36,0.93,1,2,4,1,20,21
1,3,4,0,6,0,2,0.36,0.93,1,2,4,0,2,2
1,3,5,0,6,0,2,0.36,0.93,1,2,4,1,1,2
1,3,6,0,6,0,2,0.36,0.93,1,2,4,1,6,7
1,3,7,0,6,0,2,0.36,0.93,2,2,4,2,14,16
1,3,8,0,6,0,3,0.36,0.93,2,2,4,2,46,48
1,3,9,0,6,0,3,0.38,0.87,2,2,4,7,87,94
1,3,10,0,6,0,2,0.4,0.87,2,2,4,31,137,168
1,3,11,0,6,0,2,0.4,0.87,2,2,4,33,181,214
1,3,12,0,6,0,2,0.42,0.67,2,2,3,47,252,299
1,3,13,0,6,0,1,0.44,0.51,3,2,2,87,252,339
1,3,14,0,6,0,2,0.46,0.44,3,2,1,151,279,430
1,3,15,0,6,0,1,0.48,0.29,3,2,1,145,254,399
1,3,16,0,6,0,1,0.5,0.27,3,2,1,167,300,467
1,3,17,0,6,0,1,0.5,0.23,3,2,1,106,279,385
1,3,18,0,6,0,1,0.5,0.25,3,2,1,53,250,303
1,3,19,0,6,0,1,0.46,0.33,4,2,1,34,191,225
1,3,20,0,6,0,1,0.44,0.3,4,2,1,28,121,149
1,3,21,0,6,0,1,0.46,0.19,4,2,1,24,130,154
1,3,22,0,6,0,1,0.44,0.21,4,2,1,19,115,134
1,3,23,0,6,0,1,0.42,0.24,4,2,1,12,94,106
1,3,0,0,0,0,2,0.4,0.3,1,2,1,5,67,72
1,3,1,0,0,0,2,0.38,0.34,1,2,1,16,60,76
1,3,2,0,0,0,2,0.36,0.4,1,2,1,14,66,80
1,3,3,0,0,0,2,0.36,0.43,1,2,1,5,21,26
1,3,4,0,0,0,2,0.34,0.46,1,1,1,3,11,14
1,3,5,0,0,0,2,0.34,0.46,1,1,1,0,5,5
1,3,6,0,0,0,2,0.3,0.52,1,1,2,0,5,5
1,3,7,0,0,0,2,0.3,0.52,2,1,2,2,21,23
1,3,8,0,0,0,1,0.3,0.52,2,1,2,12,54,66
1,3,9,0,0,0,1,0.3,0.49,2,1,2,14,104,118
1,3,10,0,0,0,1,0.3,0.49,2,1,2,31,161,192
1,3,11,0,0,0,1,0.32,0.45,2,1,1,64,192,256
1,3,12,0,0,0,1,0.34,0.42,2,1,1,71,256,327
1,3,13,0,0,0,1,0.36,0.37,3,2,1,108,256,364
1,3,14,0,0,0,1,0.36,0.34,3,2,1,106,226,332
1,3,15,0,0,0,1,0.36,0.32,3,2,1,82,252,334
1,3,16,0,0,0,1,0.36,0.29,3,2,1,68,231,299
1,3,17,0,0,0,1,0.34,0.31,3,1,1,49,214,263
1,3,18,0,0,0,1,0.32,0.33,3,1,1,20,164,184
1,3,19,0,0,0,1,0.3,0.36,4,1,1,12,120,132
1,3,20,0,0,0,1,0.28,0.38,4,1,1,8,80,88
1,3,21,0,0,0,1,0.28,0.36,4,1,1,9,70,79
1,3,22,0,0,0,1,0.26,0.41,4,1,1,9,53,62
1,3,23,0,0,0,1,0.26,0.41,4,1,1,2,24,26
1,3,0,0,1,1,1,0.24,0.44,1,1,1,2,15,17
1,3,1,0,1,1,1,0.24,0.48,1,1,1,3,3,6
1,3,2,0,1,1,1,0.24,0.48,1,1,1,1,3,4
1,3,3,0,1,1,1,0.22,0.51,1,1,2,0,1,1
1,3,4,0,1,1,1,0.2,0.55,1,1,2,0,1,1
1,3,5,0,1,1,1,0.2,0.55,1,1,2,1,17,18
1,3,6,0,1,1,1,0.18,0.59,1,1,2,2,89,91
1,3,7,0,1,1,1,0.18,0.59,2,1,2,7,253,260
1,3,8,0,1,1,1,0.2,0.59,2,1,2,13,415,428
1,3,9,0,1,1,2,0.22,0.6,2,1,2,11,186,197
1,3,10,0,1,1,2,0.24,0.6,2,1,2,12,74,86
1,3,11,0,1,1,2,0.26,0.56,2,1,2,17,86,103
1,3,12,0,1,1,2,0.26,0.52,2,1,2,15,122,137
1,3,13,0,1,1,2,0.26,0.55,3,1,2,11,109,120
1,3,14,0,1,1,2,0.28,0.57,3,1,2,13,115,128
1,3,15,0,1,1,2,0.3,0.53,3,1,2,20,110,130
1,3,16,0,1,1,1,0.3,0.45,3,1,1,30,180,210
1,3,17,0,1,1,3,0.3,0.45,3,1,1,11,376,387
1,3,18,0,1,1,3,0.28,0.55,3,1,2,12,363,375
1,3,19,0,1,1,1,0.26,0.53,4,1,2,6,220,226
1,3,20,0,1,1,1,0.26,0.37,4,1,1,8,171,179
1,3,21,0,1,1,1,0.26,0.37,4,1,1,4,116,120
1,3,22,0,1,1,1,0.24,0.35,4,1,1,2,76,78
1,3,23,0,1,1,1,0.22,0.37,4,1,1,2,29,31
1,3,0,0,2,1,1,0.22,0.37,1,1,1,0,8,8
1,3,1,0,2,1,1,0.2,0.44,1,1,1,0,6,6
1,3,2,0,2,1,1,0.2,0.44,1,1,1,0,4,4
1,3,3,0,2,1,1,0.18,0.51,1,1,2,0,1,1
1,3,4,0,2,1,1,0.18,0.51,1,1,2,0,3,3
1,3,5,0,2,1,1,0.18,0.51,1,1,2,0,25,25
1,3,6,0,2,1,1,0.18,0.51,1,1,2,3,99,102
1,3,7,0,2,1,1,0.16,0.55,2,1,2,5,270,275
1,3,8,0,2,1,1,0.16,0.59,2,1,2,14,487,501
1,3,9,0,2,1,1,0.22,0.47,2,1,1,11,222,233
1,3,10,0,2,1,1,0.24,0.44,2,1,1,16,113,129
1,3,11,0,2,1,1,0.26,0.41,2,1,1,20,110,130
1,3,12,0,2,1,1,0.26,0.41,2,1,1,9,129,138
1,3,13,0,2,1,1,0.3,0.39,3,1,1,16,148,164
1,3,14,0,2,1,1,0.32,0.36,3,1,1,20,116,136
1,3,15,0,2,1,1,0.34,0.36,3,1,1,24,142,166
1,3,16,0,2,1,1,0.36,0.32,3,2,1,22,228,250
1,3,17,0,2,1,1,0.36,0.34,3,2,1,21,425,446
1,3,18,0,2,1,1,0.34,0.42,3,1,1,15,442,457
1,3,19,0,2,1,1,0.34,0.46,4,1,1,9,278,287
1,3,20,0,2,1,1,0.32,0.49,4,1,2,3,184,187
1,3,21,0,2,1,1,0.32,0.49,4,1,2,5,143,148
1,3,22,0,2,1,1,0.28,0.56,4,1,2,5,101,106
1,3,23,0,2,1,1,0.28,0.61,4,1,2,3,51,54
1,3,0,0,3,1,1,0.28,0.65,1,1,3,3,12,15
1,3,1,0,3,1,1,0.3,0.61,1,1,2,1,4,5
1,3,2,0,3,1,1,0.3,0.56,1,1,2,0,4,4
1,3,3,0,3,1,1,0.3,0.56,1,1,2,1,2,3
1,3,4,0,3,1,1,0.28,0.61,1,1,2,0,3,3
1,3,5,0,3,1,1,0.28,0.56,1,1,2,0,18,18
1,3,6,0,3,1,1,0.28,0.61,1,1,2,4,104,108
1,3,7,0,3,1,1,0.26,0.65,2,1,3,12,332,344
1,3,8,0,3,1,1,0.28,0.61,2,1,2,12,554,566
1,3,9,0,3,1,1,0.3,0.61,2,1,2,12,252,264
1,3,10,0,3,1,1,0.36,0.5,2,2,2,20,127,147
1,3,11,0,3,1,1,0.42,0.38,2,2,1,33,128,161
1,3,12,0,3,1,1,0.44,0.38,2,2,1,40,175,215
1,3,13,0,3,1,1,0.5,0.34,3,2,1,26,179,205
1,3,14,0,3,1,1,0.52,0.36,3,3,1,38,137,175
1,3,15,0,3,1,1,0.54,0.37,3,3,1,44,165,209
1,3,16,0,3,1,1,0.56,0.37,3,3,1,34,254,288
1,3,17,0,3,1,1,0.56,0.43,3,3,1,58,554,612
1,3,18,0,3,1,1,0.56,0.4,3,3,1,35,509,544
1,3,19,0,3,1,1,0.54,0.42,4,3,1,16,345,361
1,3,20,0,3,1,1,0.5,0.51,4,2,2,18,242,260
1,3,21,0,3,1,1,0.44,0.62,4,2,2,11,177,188
1,3,22,0,3,1,1,0.46,0.59,4,2,2,10,149,159
1,3,23,0,3,1,1,0.44,0.62,4,2,2,4,58,62
1,3,0,0,4,1,1,0.44,0.62,1,2,2,11,35,46
1,3,1,0,4,1,1,0.46,0.63,1,2,2,4,17,21
1,3,2,0,4,1,1,0.46,0.63,1,2,2,6,5,11
1,3,3,0,4,1,1,0.46,0.63,1,2,2,0,3,3
1,3,4,0,4,1,1,0.44,0.72,1,2,3,0,2,2
1,3,5,0,4,1,1,0.42,0.77,1,2,3,1,28,29
1,3,6,0,4,1,1,0.42,0.77,1,2,3,4,105,109
1,3,7,0,4,1,1,0.42,0.77,2,2,3,8,326,334
1,3,8,0,4,1,1,0.44,0.77,2,2,3,12,573,585
1,3,9,0,4,1,1,0.46,0.72,2,2,3,19,282,301
1,3,10,0,4,1,1,0.5,0.68,2,2,3,19,119,138
1,3,11,0,4,1,2,0.54,0.6,2,3,2,48,156,204
1,3,12,0,4,1,2,0.56,0.6,2,3,2,27,224,251
1,3,13,0,4,1,2,0.6,0.49,3,3,2,35,198,233
1,3,14,0,4,1,2,0.62,0.43,3,3,1,48,155,203
1,3,15,0,4,1,1,0.64,0.38,3,3,1,24,161,185
1,3,16,0,4,1,2,0.62,0.41,3,3,1,37,305,342
1,3,17,0,4,1,1,0.62,0.38,3,3,1,52,545,597
1,3,18,0,4,1,2,0.62,0.38,3,3,1,45,545,590
1,3,19,0,4,1,2,0.6,0.4,4,3,1,21,395,416
1,3,20,0,4,1,2,0.6,0.43,4,3,1,20,282,302
1,3,21,0,4,1,1,0.6,0.43,4,3,1,27,206,233
1,3,22,0,4,1,1,0.56,0.49,4,3,2,12,141,153
1,3,23,0,4,1,2,0.56,0.49,4,3,2,6,88,94
1,3,0,0,5,1,2,0.58,0.49,1,3,2,3,51,54
1,3,1,0,5,1,3,0.56,0.52,1,3,2,4,22,26
1,3,2,0,5,1,3,0.48,0.77,1,2,3,2,9,11
1,3,3,0,5,1,1,0.46,0.77,1,2,3,0,7,7
1,3,4,0,5,1,3,0.4,0.66,1,2,3,0,1,1
1,3,5,0,5,1,3,0.4,0.66,1,2,3,2,27,29
1,3,6,0,5,1,2,0.4,0.5,1,2,2,2,83,85
1,3,7,0,5,1,2,0.38,0.4,2,2,1,6,262,268
1,3,8,0,5,1,2,0.34,0.42,2,1,1,17,484,501
1,3,9,0,5,1,2,0.34,0.42,2,1,1,17,267,284
1,3,10,0,5,1,2,0.34,0.36,2,1,1,14,145,159
1,3,11,0,5,1,2,0.36,0.34,2,2,1,17,170,187
1,3,12,0,5,1,1,0.36,0.34,2,2,1,27,174,201
1,3,13,0,5,1,2,0.38,0.29,3,2,1,49,175,224
1,3,14,0,5,1,1,0.42,0.28,3,2,1,49,129,178
1,3,15,0,5,1,1,0.46,0.24,3,2,1,50,188,238
1,3,16,0,5,1,1,0.48,0.23,3,2,1,51,292,343
1,3,17,0,5,1,1,0.46,0.24,3,2,1,68,498,566
1,3,18,0,5,1,1,0.44,0.26,3,2,1,30,440,470
1,3,19,0,5,1,1,0.42,0.28,4,2,1,12,232,244
1,3,20,0,5,1,1,0.38,0.32,4,2,1,3,156,159
1,3,21,0,5,1,1,0.36,0.34,4,2,1,8,133,141
1,3,22,0,5,1,1,0.34,0.31,4,1,1,7,100,107
1,3,23,0,5,1,1,0.32,0.33,4,1,1,9,77,86
1,3,0,0,6,0,1,0.3,0.36,1,1,1,9,68,77
1,3,1,0,6,0,1,0.3,0.36,1,1,1,1,50,51
1,3,2,0,6,0,1,0.26,0.41,1,1,1,12,30,42
1,3,3,0,6,0,1,0.26,0.41,1,1,1,0,16,16
1,3,4,0,6,0,1,0.24,0.41,1,1,1,1,3,4
1,3,5,0,6,0,1,0.22,0.42,1,1,1,3,7,10
1,3,6,0,6,0,1,0.22,0.44,1,1,1,1,11,12
1,3,7,0,6,0,1,0.22,0.44,2,1,1,4,36,40
1,3,8,0,6,0,1,0.22,0.44,2,1,1,15,96,111
1,3,9,0,6,0,1,0.24,0.41,2,1,1,21,127,148
1,3,10,0,6,0,1,0.26,0.35,2,1,1,47,176,223
1,3,11,0,6,0,1,0.3,0.33,2,1,1,56,218,274
1,3,12,0,6,0,1,0.3,0.33,2,1,1,88,241,329
1,3,13,0,6,0,1,0.32,0.29,3,1,1,89,268,357
1,3,14,0,6,0,1,0.34,0.27,3,1,1,117,262,379
1,3,15,0,6,0,1,0.34,0.25,3,1,1,132,274,406
1,3,16,0,6,0,1,0.36,0.23,3,2,1,115,275,390
1,3,17,0,6,0,1,0.36,0.23,3,2,1,104,250,354
1,3,18,0,6,0,1,0.36,0.21,3,2,1,67,230,297
1,3,19,0,6,0,1,0.34,0.25,4,1,1,25,159,184
1,3,20,0,6,0,1,0.32,0.33,4,1,1,20,101,121
1,3,21,0,6,0,1,0.3,0.39,4,1,1,16,94,110
1,3,22,0,6,0,1,0.26,0.44,4,1,1,19,81,100
1,3,23,0,6,0,1,0.26,0.41,4,1,1,6,77,83
1,3,0,0,0,0,1,0.26,0.44,1,1,1,7,62,69
1,3,1,0,0,0,1,0.24,0.52,1,1,2,4,57,61
1,3,3,0,0,0,1,0.24,0.6,1,1,2,15,51,66
1,3,4,0,0,0,1,0.24,0.6,1,1,2,7,15,22
1,3,5,0,0,0,1,0.24,0.6,1,1,2,2,5,7
1,3,6,0,0,0,1,0.24,0.7,1,1,3,2,8,10
1,3,7,0,0,0,1,0.22,0.69,2,1,3,2,15,17
1,3,8,0,0,0,1,0.22,0.69,2,1,3,4,68,72
1,3,9,0,0,0,1,0.26,0.6,2,1,2,20,70,90
1,3,10,0,0,0,1,0.32,0.49,2,1,2,71,147,218
1,3,11,0,0,0,1,0.36,0.43,2,2,1,90,209,299
1,3,12,0,0,0,1,0.4,0.37,2,2,1,146,264,410
1,3,13,0,0,0,1,0.42,0.41,3,2,1,176,288,464
1,3,14,0,0,0,1,0.46,0.31,3,2,1,212,289,501
1,3,15,0,0,0,1,0.5,0.29,3,2,1,201,286,487
1,3,16,0,0,0,1,0.5,0.31,3,2,1,208,301,509
1,3,17,0,0,0,1,0.52,0.27,3,3,1,199,299,498
1,3,18,0,0,0,1,0.52,0.29,3,3,1,133,256,389
1,3,19,0,0,0,1,0.5,0.31,4,2,1,55,203,258
1,3,20,0,0,0,1,0.44,0.47,4,2,1,42,129,171
1,3,21,0,0,0,1,0.42,0.54,4,2,2,37,110,147
1,3,22,0,0,0,1,0.4,0.54,4,2,2,13,81,94
1,3,23,0,0,0,1,0.4,0.5,4,2,2,12,40,52
1,3,0,0,1,1,1,0.38,0.54,1,2,2,4,20,24
1,3,1,0,1,1,1,0.38,0.5,1,2,2,1,9,10
1,3,2,0,1,1,1,0.38,0.54,1,2,2,4,5,9
1,3,3,0,1,1,1,0.36,0.5,1,2,2,0,2,2
1,3,4,0,1,1,1,0.34,0.61,1,1,2,0,3,3
1,3,5,0,1,1,1,0.34,0.61,1,1,2,1,15,16
1,3,6,0,1,1,1,0.34,0.57,1,1,2,2,86,88
1,3,7,0,1,1,1,0.34,0.53,2,1,2,9,259,268
1,3,8,0,1,1,1,0.34,0.61,2,1,2,17,547,564
1,3,9,0,1,1,1,0.38,0.54,2,2,2,21,260,281
1,3,10,0,1,1,1,0.4,0.5,2,2,2,39,98,137
1,3,11,0,1,1,1,0.44,0.44,2,2,1,39,111,150
1,3,12,0,1,1,1,0.48,0.39,2,2,1,59,162,221
1,3,13,0,1,1,2,0.54,0.32,3,3,1,74,176,250
1,3,14,0,1,1,2,0.58,0.32,3,3,1,76,145,221
1,3,15,0,1,1,1,0.56,0.4,3,3,1,74,159,233
1,3,16,0,1,1,1,0.62,0.35,3,3,1,77,255,332
1,3,17,0,1,1,2,0.62,0.38,3,3,1,87,557,644
1,3,18,0,1,1,2,0.6,0.43,3,3,1,89,623,712
1,3,19,0,1,1,2,0.56,0.49,4,3,2,67,379,446
1,3,20,0,1,1,2,0.56,0.49,4,3,2,49,237,286
1,3,21,0,1,1,2,0.54,0.56,4,3,2,22,183,205
1,3,22,0,1,1,2,0.56,0.56,4,3,2,17,116,133
1,3,23,0,1,1,1,0.56,0.56,4,3,2,10,53,63
1,3,0,0,2,1,2,0.56,0.52,1,3,2,5,21,26
1,3,1,0,2,1,2,0.52,0.59,1,3,2,2,14,16
1,3,2,0,2,1,3,0.52,0.72,1,3,3,0,1,1
1,3,3,0,2,1,3,0.52,0.72,1,3,3,0,2,2
1,3,4,0,2,1,2,0.46,0.82,1,2,4,0,1,1
1,3,5,0,2,1,2,0.46,0.82,1,2,4,0,24,24
1,3,6,0,2,1,3,0.46,0.82,1,2,4,5,108,113
1,3,7,0,2,1,2,0.46,0.82,2,2,4,16,292,308
1,3,8,0,2,1,1,0.46,0.82,2,2,4,22,571,593
1,3,9,0,2,1,1,0.48,0.82,2,2,4,18,324,342
1,3,10,0,2,1,1,0.52,0.77,2,3,3,28,115,143
1,3,11,0,2,1,1,0.54,0.73,2,3,3,64,155,219
1,3,12,0,2,1,1,0.6,0.6,2,3,2,47,197,244
1,3,13,0,2,1,1,0.6,0.6,3,3,2,53,180,233
1,3,14,0,2,1,1,0.64,0.53,3,3,2,52,160,212
1,3,15,0,2,1,1,0.7,0.39,3,4,1,68,196,264
1,3,16,0,2,1,1,0.72,0.34,3,4,1,53,312,365
1,3,17,0,2,1,1,0.7,0.37,3,4,1,62,614,676
1,3,18,0,2,1,1,0.7,0.34,3,4,1,96,638,734
1,3,19,0,2,1,1,0.64,0.47,4,3,1,50,429,479
1,3,20,0,2,1,1,0.6,0.49,4,3,2,45,306,351
1,3,21,0,2,1,1,0.58,0.56,4,3,2,44,200,244
1,3,22,0,2,1,1,0.56,0.6,4,3,2,24,146,170
1,3,23,0,2,1,1,0.56,0.56,4,3,2,8,79,87
1,3,0,0,3,1,1,0.54,0.6,1,3,2,5,34,39
1,3,1,0,3,1,1,0.52,0.63,1,3,2,2,25,27
1,3,2,0,3,1,1,0.5,0.68,1,2,3,0,2,2
1,3,3,0,3,1,1,0.48,0.72,1,2,3,1,3,4
1,3,4,0,3,1,1,0.48,0.67,1,2,3,1,4,5
1,3,5,0,3,1,1,0.44,0.82,1,2,4,2,25,27
1,3,6,0,3,1,1,0.44,0.82,1,2,4,1,120,121
1,3,7,0,3,1,1,0.44,0.82,2,2,4,20,348,368
1,3,8,0,3,1,1,0.44,0.82,2,2,4,34,628,662
1,3,9,0,3,1,1,0.52,0.68,2,3,3,26,325,351
1,3,10,0,3,1,1,0.56,0.56,2,3,2,38,150,188
1,3,11,0,3,1,2,0.62,0.41,2,3,1,65,155,220
1,3,12,0,3,1,2,0.64,0.29,2,3,1,55,212,267
1,3,13,0,3,1,1,0.66,0.27,3,3,1,57,197,254
1,3,14,0,3,1,1,0.7,0.23,3,4,1,61,163,224
1,3,15,0,3,1,1,0.7,0.24,3,4,1,86,197,283
1,3,16,0,3,1,1,0.72,0.25,3,4,1,78,278,356
1,3,17,0,3,1,1,0.7,0.28,3,4,1,140,642,782
1,3,18,0,3,1,1,0.7,0.32,3,4,1,102,647,749
1,3,19,0,3,1,1,0.64,0.33,4,3,1,70,402,472
1,3,20,0,3,1,1,0.62,0.35,4,3,1,44,286,330
1,3,21,0,3,1,1,0.6,0.4,4,3,1,47,241,288
1,3,22,0,3,1,1,0.52,0.55,4,3,2,43,159,202
1,3,23,0,3,1,1,0.56,0.43,4,3,1,19,72,91
1,3,0,0,4,1,1,0.54,0.49,1,3,2,14,46,60
1,3,1,0,4,1,1,0.5,0.59,1,2,2,15,8,23
1,3,2,0,4,1,1,0.5,0.59,1,2,2,14,5,19
1,3,3,0,4,1,1,0.5,0.63,1,2,2,0,7,7
1,3,4,0,4,1,1,0.44,0.77,1,2,3,11,3,14
1,3,5,0,4,1,1,0.46,0.67,1,2,3,2,24,26
1,3,6,0,4,1,1,0.44,0.72,1,2,3,4,113,117
1,3,7,0,4,1,1,0.44,0.72,2,2,3,14,367,381
1,3,8,0,4,1,1,0.44,0.77,2,2,3,21,602,623
1,3,9,0,4,1,1,0.48,0.77,2,2,3,30,285,315
1,3,10,0,4,1,1,0.52,0.68,2,3,3,34,130,164
1,3,11,0,4,1,1,0.56,0.6,2,3,2,60,151,211
1,3,12,0,4,1,2,0.62,0.5,2,3,2,59,206,265
1,3,13,0,4,1,2,0.66,0.41,3,3,1,62,211,273
1,3,14,0,4,1,2,0.72,0.3,3,4,1,81,177,258
1,3,15,0,4,1,1,0.72,0.32,3,4,1,100,187,287
1,3,16,0,4,1,1,0.72,0.37,3,4,1,95,331,426
1,3,17,0,4,1,1,0.7,0.39,3,4,1,79,634,713
1,3,18,0,4,1,1,0.66,0.44,3,3,1,98,648,746
1,3,19,0,4,1,2,0.64,0.5,4,3,2,72,353,425
1,3,20,0,4,1,2,0.58,0.6,4,3,2,60,270,330
1,3,21,0,4,1,1,0.54,0.68,4,3,3,36,207,243
1,3,22,0,4,1,1,0.52,0.68,4,3,3,32,137,169
1,3,23,0,4,1,1,0.48,0.72,4,2,3,12,85,97
1,3,0,0,5,1,1,0.44,0.77,1,2,3,8,49,57
1,3,1,0,5,1,2,0.42,0.82,1,2,4,4,22,26
1,3,2,0,5,1,2,0.42,0.82,1,2,4,0,4,4
1,3,3,0,5,1,2,0.4,0.87,1,2,4,0,3,3
1,3,4,0,5,1,2,0.4,0.87,1,2,4,0,3,3
1,3,5,0,5,1,2,0.4,0.87,1,2,4,2,30,32
1,3,6,0,5,1,2,0.4,0.87,1,2,4,3,96,99
1,3,7,0,5,1,2,0.4,0.87,2,2,4,13,265,278
1,3,8,0,5,1,2,0.4,0.87,2,2,4,28,534,562
1,3,9,0,5,1,2,0.42,0.82,2,2,4,35,277,312
1,3,10,0,5,1,2,0.4,0.87,2,2,4,44,136,180
1,3,11,0,5,1,2,0.44,0.77,2,2,3,40,167,207
1,3,12,0,5,1,2,0.44,0.82,2,2,4,72,222,294
1,3,13,0,5,1,2,0.46,0.77,3,2,3,52,208,260
1,3,14,0,5,1,2,0.48,0.72,3,2,3,56,146,202
1,3,15,0,5,1,3,0.46,0.82,3,2,4,19,88,107
1,3,16,0,5,1,3,0.48,0.77,3,2,3,18,111,129
1,3,17,0,5,1,3,0.48,0.82,3,2,4,23,235,258
1,3,18,0,5,1,3,0.48,0.82,3,2,4,31,377,408
